"Date","Group","Cases_Cumulative","Cases_PCT","Cases_Daily","Deaths_Cumulative","Deaths_PCT","Deaths_Daily","Group_Type"
2020-06-28,"<1 year",85,0.00399774245132161,0,0,0,0,"Age"
2020-06-28,"1-9 years",342,0.0160850343335528,2,0,0,0,"Age"
2020-06-28,"10-19 years",931,0.0437870379080049,10,0,0,0,"Age"
2020-06-28,"20-29 years",3623,0.170397892954567,36,11,0.0166163141993958,0,"Age"
2020-06-28,"30-39 years",3906,0.183708023704261,27,13,0.0196374622356495,0,"Age"
2020-06-28,"40-49 years",3860,0.181544539554134,21,26,0.0392749244712991,0,"Age"
2020-06-28,"50-59 years",3690,0.173549054651491,17,72,0.108761329305136,0,"Age"
2020-06-28,"60-64 years",1472,0.0692314928040636,7,60,0.0906344410876133,0,"Age"
2020-06-28,"65-69 years",1086,0.0510770388486502,10,74,0.11178247734139,0,"Age"
2020-06-28,"70-74 years",697,0.0327814881008372,2,69,0.104229607250755,0,"Age"
2020-06-28,"75-79 years",526,0.0247389709340608,4,70,0.105740181268882,0,"Age"
2020-06-28,"80+ years",1044,0.049101683755056,18,265,0.400302114803625,0,"Age"
2020-06-28,"Unknown",0,0,-12,2,0.00302114803625378,0,"Age"
2020-06-29,"<1 year",85,0.00399248473461719,0,0,0,0,"Age"
2020-06-29,"1-9 years",343,0.0161108501643964,1,0,0,0,"Age"
2020-06-29,"10-19 years",933,0.043823391263504,2,0,0,0,"Age"
2020-06-29,"20-29 years",3628,0.17040864255519,5,11,0.0166163141993958,0,"Age"
2020-06-29,"30-39 years",3914,0.183842179426961,8,13,0.0196374622356495,0,"Age"
2020-06-29,"40-49 years",3864,0.181493658994833,4,26,0.0392749244712991,0,"Age"
2020-06-29,"50-59 years",3691,0.173367778299671,1,72,0.108761329305136,0,"Age"
2020-06-29,"60-64 years",1476,0.0693283231564115,4,60,0.0906344410876133,0,"Age"
2020-06-29,"65-69 years",1086,0.0510098637858149,0,74,0.11178247734139,0,"Age"
2020-06-29,"70-74 years",697,0.032738374823861,0,69,0.104229607250755,0,"Age"
2020-06-29,"75-79 years",526,0.024706434945984,0,70,0.105740181268882,0,"Age"
2020-06-29,"80+ years",1047,0.0491780178487553,3,265,0.400302114803625,0,"Age"
2020-06-29,"Unknown",0,0,0,2,0.00302114803625378,0,"Age"
2020-06-30,"<1 year",85,0.00397921445625205,0,0,0,0,"Age"
2020-06-30,"1-9 years",344,0.0161041149758906,1,0,0,0,"Age"
2020-06-30,"10-19 years",941,0.0440522447450962,8,0,0,0,"Age"
2020-06-30,"20-29 years",3644,0.170591264453911,16,11,0.0166163141993958,0,"Age"
2020-06-30,"30-39 years",3933,0.184120593605168,19,13,0.0196374622356495,0,"Age"
2020-06-30,"40-49 years",3876,0.181452179205093,12,26,0.0392749244712991,0,"Age"
2020-06-30,"50-59 years",3699,0.173166050278545,8,72,0.108761329305136,0,"Age"
2020-06-30,"60-64 years",1478,0.069191517251065,2,60,0.0906344410876133,0,"Age"
2020-06-30,"65-69 years",1085,0.0507935021768644,-1,74,0.11178247734139,0,"Age"
2020-06-30,"70-74 years",699,0.032723187116708,2,69,0.104229607250755,0,"Age"
2020-06-30,"75-79 years",528,0.0247179439164833,2,70,0.105740181268882,0,"Age"
2020-06-30,"80+ years",1049,0.0491081878189223,2,265,0.400302114803625,0,"Age"
2020-06-30,"Unknown",0,0,0,2,0.00302114803625378,0,"Age"
2020-07-01,"<1 year",88,0.4007285975,3,0,0,0,"Age"
2020-07-01,"1-9 years",363,0.016530054645,19,0,0,0,"Age"
2020-07-01,"10-19 years",984,0.044808743169,43,0,0,0,"Age"
2020-07-01,"20-29 years",3802,0.17313296903,158,11,0.016616314199,0,"Age"
2020-07-01,"30-39 years",4037,0.18383424408,104,13,0.019637462236,0,"Age"
2020-07-01,"40-49 years",3976,0.1810564663,100,26,0.039274924471,0,"Age"
2020-07-01,"50-59 years",3779,0.1720856102,80,72,0.10876132931,0,"Age"
2020-07-01,"60-64 years",1511,0.068806921676,33,60,0.090634441088,0,"Age"
2020-07-01,"65-69 years",1105,0.050318761384,20,74,0.11178247734,0,"Age"
2020-07-01,"70-74 years",712,0.032422586521,13,69,0.10422960725,0,"Age"
2020-07-01,"75-79 years",538,0.024499089253,10,70,0.10574018127,0,"Age"
2020-07-01,"80+ years",1065,0.04849726776,16,265,0.4003021148,0,"Age"
2020-07-01,"Unknown",0,0,0,2,0.3021148036,0,"Age"
2020-07-02,"<1 year",90,0.00402846783939842,2,0,0,0,"Age"
2020-07-02,"1-9 years",379,0.0169643256792444,16,0,0,0,"Age"
2020-07-02,"10-19 years",1012,0.0452978828163466,28,0,0,0,"Age"
2020-07-02,"20-29 years",3891,0.174164092923325,89,11,0.0166163141993958,0,"Age"
2020-07-02,"30-39 years",4119,0.184369544783134,82,13,0.0196374622356495,0,"Age"
2020-07-02,"40-49 years",4041,0.180878205988989,65,26,0.0392749244712991,0,"Age"
2020-07-02,"50-59 years",3814,0.170717514882951,35,72,0.108761329305136,0,"Age"
2020-07-02,"60-64 years",1539,0.0688868000537129,28,60,0.0906344410876133,0,"Age"
2020-07-02,"65-69 years",1124,0.0503110872387091,19,74,0.11178247734139,0,"Age"
2020-07-02,"70-74 years",719,0.0321829819614162,7,69,0.104229607250755,0,"Age"
2020-07-02,"75-79 years",542,0.0242603285439327,4,70,0.105740181268882,0,"Age"
2020-07-02,"80+ years",1058,0.0473568774898169,-7,265,0.400302114803625,0,"Age"
2020-07-02,"Unknown",13,0.000581889799024216,13,2,0.00302114803625378,0,"Age"
2020-07-03,"<1 year",93,0.00410197600564573,3,0,0,0,"Age"
2020-07-03,"1-9 years",389,0.0171577275935074,10,0,0,0,"Age"
2020-07-03,"10-19 years",1035,0.045651023288638,23,0,0,0,"Age"
2020-07-03,"20-29 years",3991,0.176032110091743,100,11,0.0166163141993958,0,"Age"
2020-07-03,"30-39 years",4178,0.184280169371912,59,13,0.0196374622356495,0,"Age"
2020-07-03,"40-49 years",4090,0.180398729710656,49,26,0.0392749244712991,0,"Age"
2020-07-03,"50-59 years",3859,0.170209950599859,45,72,0.108761329305136,0,"Age"
2020-07-03,"60-64 years",1558,0.0687191249117855,19,60,0.0906344410876133,0,"Age"
2020-07-03,"65-69 years",1132,0.0499294283697953,8,74,0.11178247734139,0,"Age"
2020-07-03,"70-74 years",726,0.0320218772053634,7,69,0.104229607250755,0,"Age"
2020-07-03,"75-79 years",546,0.0240825688073395,4,70,0.105740181268882,0,"Age"
2020-07-03,"80+ years",1062,0.0468419195483416,4,265,0.400302114803625,0,"Age"
2020-07-03,"Unknown",13,0.000573394495412844,0,2,0.00302114803625378,0,"Age"
2020-07-04,"<1 year",94,0.00407579239474483,1,0,0,0,"Age"
2020-07-04,"1-9 years",405,0.0175605948922517,16,0,0,0,"Age"
2020-07-04,"10-19 years",1069,0.0463512986168322,34,0,0,0,"Age"
2020-07-04,"20-29 years",4097,0.177643845119889,106,4,0.00589101620029455,-7,"Age"
2020-07-04,"30-39 years",4263,0.184841521051034,85,10,0.0147275405007364,-3,"Age"
2020-07-04,"40-49 years",4153,0.180071976759311,63,25,0.0368188512518409,-1,"Age"
2020-07-04,"50-59 years",3905,0.169318822356155,46,72,0.106038291605302,0,"Age"
2020-07-04,"60-64 years",1571,0.068117764384512,13,70,0.103092783505155,10,"Age"
2020-07-04,"65-69 years",1142,0.0495165416467936,10,75,0.110456553755523,1,"Age"
2020-07-04,"70-74 years",730,0.0316524302996141,4,71,0.104565537555228,2,"Age"
2020-07-04,"75-79 years",553,0.0239777999392967,7,76,0.111929307805596,6,"Age"
2020-07-04,"80+ years",1067,0.0462645796297099,5,276,0.406480117820324,11,"Age"
2020-07-04,"Unknown",14,0.000607032909855613,1,0,0,-2,"Age"
2020-07-05,"<1 year",94,0.00406345912765314,0,0,0,0,"Age"
2020-07-05,"1-9 years",408,0.0176371417455583,3,0,0,0,"Age"
2020-07-05,"10-19 years",1077,0.0465568668136428,8,0,0,0,"Age"
2020-07-05,"20-29 years",4111,0.177711494401937,14,4,0.00588235294117647,0,"Age"
2020-07-05,"30-39 years",4274,0.184757705442442,11,11,0.0161764705882353,1,"Age"
2020-07-05,"40-49 years",4166,0.1800890502745,13,25,0.0367647058823529,0,"Age"
2020-07-05,"50-59 years",3914,0.169195521549302,9,72,0.105882352941176,0,"Age"
2020-07-05,"60-64 years",1575,0.0680845545324861,4,70,0.102941176470588,0,"Age"
2020-07-05,"65-69 years",1143,0.0494099338607185,1,75,0.110294117647059,0,"Age"
2020-07-05,"70-74 years",732,0.031643107249384,2,71,0.104411764705882,0,"Age"
2020-07-05,"75-79 years",557,0.0240781567457744,4,76,0.111764705882353,0,"Age"
2020-07-05,"80+ years",1068,0.0461678122163144,1,276,0.405882352941176,0,"Age"
2020-07-05,"Unknown",14,0.000605196040288765,0,0,0,0,"Age"
2020-07-06,"<1 year",95,0.00408742793219172,1,0,0,0,"Age"
2020-07-06,"1-9 years",415,0.0178556062301007,7,0,0,0,"Age"
2020-07-06,"10-19 years",1092,0.0469839084416143,15,0,0,0,"Age"
2020-07-06,"20-29 years",4139,0.178082781172016,28,4,0.00588235294117647,0,"Age"
2020-07-06,"30-39 years",4297,0.184880819206609,23,11,0.0161764705882353,0,"Age"
2020-07-06,"40-49 years",4179,0.179803803459255,13,25,0.0367647058823529,0,"Age"
2020-07-06,"50-59 years",3926,0.168918337492471,12,72,0.105882352941176,0,"Age"
2020-07-06,"60-64 years",1576,0.0678082781172016,1,70,0.102941176470588,0,"Age"
2020-07-06,"65-69 years",1145,0.0492642629722055,2,75,0.110294117647059,0,"Age"
2020-07-06,"70-74 years",736,0.0316668100851906,4,71,0.104411764705882,0,"Age"
2020-07-06,"75-79 years",560,0.0240943120213407,3,76,0.111764705882353,0,"Age"
2020-07-06,"80+ years",1068,0.0459512950692711,0,276,0.405882352941176,0,"Age"
2020-07-06,"Unknown",14,0.000602357800533517,0,0,0,0,"Age"
2020-07-07,"<1 year",99,0.00419367136866184,4,0,0,0,"Age"
2020-07-07,"1-9 years",424,0.0179607743465921,9,0,0,0,"Age"
2020-07-07,"10-19 years",1122,0.0475282755115008,30,0,0,0,"Age"
2020-07-07,"20-29 years",4235,0.179395941881645,96,4,0.0058055152394775,0,"Age"
2020-07-07,"30-39 years",4365,0.184902783072817,68,12,0.0174165457184325,1,"Age"
2020-07-07,"40-49 years",4235,0.179395941881645,56,25,0.0362844702467344,0,"Age"
2020-07-07,"50-59 years",3968,0.168085737281315,42,72,0.104499274310595,0,"Age"
2020-07-07,"60-64 years",1593,0.0674799847502859,17,70,0.101596516690856,0,"Age"
2020-07-07,"65-69 years",1157,0.0490108866014318,12,76,0.110304789550073,1,"Age"
2020-07-07,"70-74 years",745,0.0315584360571017,9,73,0.105950653120464,2,"Age"
2020-07-07,"75-79 years",564,0.0238912187063159,4,77,0.111756168359942,1,"Age"
2020-07-07,"80+ years",1084,0.0459185834710044,16,280,0.406386066763425,4,"Age"
2020-07-07,"Unknown",16,0.000677765069682721,2,0,0,0,"Age"
2020-07-08,"<1 year",98,0.4069091513,-1,0,0,0,"Age"
2020-07-08,"1-9 years",438,0.018186347783,14,0,0,0,"Age"
2020-07-08,"10-19 years",1155,0.047957149975,33,0,0,0,"Age"
2020-07-08,"20-29 years",4365,0.1812406577,130,4,0.5772005772,0,"Age"
2020-07-08,"30-39 years",4458,0.1851021425,93,12,0.017316017316,0,"Age"
2020-07-08,"40-49 years",4306,0.17879089852,71,25,0.036075036075,0,"Age"
2020-07-08,"50-59 years",4046,0.16799534961,78,73,0.10533910534,1,"Age"
2020-07-08,"60-64 years",1612,0.066932403255,19,71,0.10245310245,1,"Age"
2020-07-08,"65-69 years",1168,0.048496927421,11,76,0.10966810967,0,"Age"
2020-07-08,"70-74 years",759,0.031514698555,14,73,0.10533910534,0,"Age"
2020-07-08,"75-79 years",574,0.023833250291,10,79,0.113997114,2,"Age"
2020-07-08,"80+ years",1090,0.045258262747,6,280,0.40404040404,0,"Age"
2020-07-08,"Unknown",15,0.062282013,-1,0,0,0,"Age"
2020-07-09,"<1 year",99,0.00404758984422912,1,0,0,0,"Age"
2020-07-09,"1-9 years",451,0.0184390204014882,13,0,0,0,"Age"
2020-07-09,"10-19 years",1172,0.0479169221963286,17,0,0,0,"Age"
2020-07-09,"20-29 years",4462,0.182427736211619,97,4,0.00568990042674253,0,"Age"
2020-07-09,"30-39 years",4532,0.185289668424711,74,12,0.0170697012802276,0,"Age"
2020-07-09,"40-49 years",4360,0.178257492129686,54,25,0.0355618776671408,0,"Age"
2020-07-09,"50-59 years",4102,0.16770922768715,56,75,0.106685633001422,2,"Age"
2020-07-09,"60-64 years",1633,0.0667647900568298,21,71,0.10099573257468,0,"Age"
2020-07-09,"65-69 years",1183,0.0483666544012429,15,80,0.113798008534851,4,"Age"
2020-07-09,"70-74 years",769,0.0314403695981029,10,75,0.106685633001422,2,"Age"
2020-07-09,"75-79 years",584,0.0238766916063617,10,80,0.113798008534851,1,"Age"
2020-07-09,"80+ years",1097,0.0448505662537307,7,281,0.399715504978663,1,"Age"
2020-07-09,"Unknown",15,0.000613271188519563,0,0,0,0,"Age"
2020-07-10,"<1 year",102,0.4119880443,3,0,0,0,"Age"
2020-07-10,"1-9 years",461,0.018620243962,10,0,0,0,"Age"
2020-07-10,"10-19 years",1198,0.048388399709,26,0,0,0,"Age"
2020-07-10,"20-29 years",4538,0.18329428871,76,4,0.5633802817,0,"Age"
2020-07-10,"30-39 years",4577,0.18486953712,45,12,0.016901408451,0,"Age"
2020-07-10,"40-49 years",4407,0.17800306971,47,26,0.03661971831,1,"Age"
2020-07-10,"50-59 years",4146,0.1674610227,44,75,0.10563380282,0,"Age"
2020-07-10,"60-64 years",1650,0.066645124808,17,71,0.1,0,"Age"
2020-07-10,"65-69 years",1196,0.04830761774,13,82,0.11549295775,2,"Age"
2020-07-10,"70-74 years",778,0.031424186122,9,78,0.10985915493,3,"Age"
2020-07-10,"75-79 years",586,0.023669117053,2,80,0.11267605634,0,"Age"
2020-07-10,"80+ years",1103,0.04455125616,6,282,0.39718309859,1,"Age"
2020-07-10,"Unknown",16,0.0646255756,1,0,0,0,"Age"
2020-07-11,"<1 year",105,0.4151674509,3,0,0,0,"Age"
2020-07-11,"1-9 years",475,0.018781384682,14,0,0,0,"Age"
2020-07-11,"10-19 years",1229,0.048594361631,31,0,0,0,"Age"
2020-07-11,"20-29 years",4672,0.18472974576,134,5,0.6973500697,1,"Age"
2020-07-11,"30-39 years",4671,0.184690206,94,12,0.016736401674,0,"Age"
2020-07-11,"40-49 years",4507,0.17820568582,100,26,0.036262203626,0,"Age"
2020-07-11,"50-59 years",4217,0.16673915622,71,77,0.10739191074,2,"Age"
2020-07-11,"60-64 years",1679,0.066387252382,29,72,0.10041841004,1,"Age"
2020-07-11,"65-69 years",1218,0.048159424301,22,82,0.11436541144,0,"Age"
2020-07-11,"70-74 years",792,0.031315487723,14,79,0.11018131102,1,"Age"
2020-07-11,"75-79 years",597,0.023605235064,11,81,0.1129707113,1,"Age"
2020-07-11,"80+ years",1111,0.043928670278,8,283,0.39470013947,1,"Age"
2020-07-11,"Unknown",18,0.071171563,2,0,0,0,"Age"
2020-07-12,"<1 year",105,0.00412768299394606,0,0,0,0,"Age"
2020-07-12,"1-9 years",478,0.0187907854391068,3,0,0,0,"Age"
2020-07-12,"10-19 years",1241,0.0487852818617816,12,0,0,0,"Age"
2020-07-12,"20-29 years",4704,0.184920198128784,32,5,0.00695410292072323,0,"Age"
2020-07-12,"30-39 years",4702,0.184841575595566,31,12,0.0166898470097357,0,"Age"
2020-07-12,"40-49 years",4530,0.178080037738816,23,26,0.0361613351877608,0,"Age"
2020-07-12,"50-59 years",4242,0.166758392955421,25,77,0.107093184979138,0,"Age"
2020-07-12,"60-64 years",1687,0.0663181067694001,8,72,0.100139082058414,0,"Age"
2020-07-12,"65-69 years",1221,0.0479990565296014,3,82,0.114047287899861,0,"Age"
2020-07-12,"70-74 years",795,0.0312524569541631,3,79,0.109874826147427,0,"Age"
2020-07-12,"75-79 years",599,0.0235474486987971,2,82,0.114047287899861,1,"Age"
2020-07-12,"80+ years",1116,0.0438713735356553,5,284,0.394993045897079,1,"Age"
2020-07-12,"Unknown",18,0.000707602798962183,0,0,0,0,"Age"
2020-07-13,"<1 year",106,0.0041625760848223,1,0,0,0,"Age"
2020-07-13,"1-9 years",477,0.0187315923817004,-1,0,0,0,"Age"
2020-07-13,"10-19 years",1244,0.0488513646181033,3,0,0,0,"Age"
2020-07-13,"20-29 years",4710,0.184959748674651,6,5,0.00694444444444444,0,"Age"
2020-07-13,"30-39 years",4707,0.184841939917534,5,12,0.0166666666666667,0,"Age"
2020-07-13,"40-49 years",4532,0.177969762419006,2,26,0.0361111111111111,0,"Age"
2020-07-13,"50-59 years",4244,0.166660121735716,2,77,0.106944444444444,0,"Age"
2020-07-13,"60-64 years",1688,0.0662870606715099,1,72,0.1,0,"Age"
2020-07-13,"65-69 years",1226,0.0481445120753976,5,82,0.113888888888889,0,"Age"
2020-07-13,"70-74 years",796,0.0312585902218732,1,79,0.109722222222222,0,"Age"
2020-07-13,"75-79 years",601,0.0236010210092284,2,83,0.115277777777778,1,"Age"
2020-07-13,"80+ years",1116,0.0438248576477518,0,284,0.394444444444444,0,"Age"
2020-07-13,"Unknown",18,0.000706852542705674,0,0,0,0,"Age"
2020-07-14,"<1 year",106,0.4157514904,0,0,0,0,"Age"
2020-07-14,"1-9 years",479,0.018787260747,2,0,0,0,"Age"
2020-07-14,"10-19 years",1244,0.048791967367,0,0,0,0,"Age"
2020-07-14,"20-29 years",4718,0.18504863508,8,5,0.6954102921,0,"Age"
2020-07-14,"30-39 years",4717,0.18500941324,10,12,0.01668984701,0,"Age"
2020-07-14,"40-49 years",4538,0.17798870411,6,26,0.036161335188,0,"Age"
2020-07-14,"50-59 years",4251,0.1667320364,7,77,0.10709318498,0,"Age"
2020-07-14,"60-64 years",1688,0.066206463759,0,71,0.098748261474,-1,"Age"
2020-07-14,"65-69 years",1225,0.048046752432,-1,82,0.1140472879,0,"Age"
2020-07-14,"70-74 years",795,0.031181361782,-1,79,0.10987482615,0,"Age"
2020-07-14,"75-79 years",601,0.023572325071,0,83,0.11543810848,0,"Age"
2020-07-14,"80+ years",1116,0.043771572011,0,284,0.3949930459,0,"Age"
2020-07-14,"Unknown",18,0.0705993097,0,0,0,0,"Age"
2020-07-15,"<1 year",111,0.4225030451,5,0,0,0,"Age"
2020-07-15,"1-9 years",496,0.018879415347,17,0,0,0,"Age"
2020-07-15,"10-19 years",1293,0.04921589525,49,0,0,0,"Age"
2020-07-15,"20-29 years",4901,0.18654841657,183,4,0.5494505495,-1,"Age"
2020-07-15,"30-39 years",4867,0.18525426309,150,12,0.016483516484,0,"Age"
2020-07-15,"40-49 years",4684,0.17828867235,146,28,0.038461538462,2,"Age"
2020-07-15,"50-59 years",4353,0.16568970767,102,77,0.10576923077,0,"Age"
2020-07-15,"60-64 years",1735,0.066039890378,47,74,0.10164835165,3,"Age"
2020-07-15,"65-69 years",1266,0.04818818514,41,84,0.11538461538,2,"Age"
2020-07-15,"70-74 years",807,0.030717113276,12,79,0.10851648352,0,"Age"
2020-07-15,"75-79 years",615,0.023408952497,14,85,0.11675824176,2,"Age"
2020-07-15,"80+ years",1126,0.042859317905,10,285,0.39148351648,1,"Age"
2020-07-15,"Unknown",18,0.0685140073,0,0,0,0,"Age"
2020-07-16,"<1 year",117,0.434298441,6,0,0,0,"Age"
2020-07-16,"1-9 years",513,0.019042316258,17,0,0,0,"Age"
2020-07-16,"10-19 years",1343,0.049851521901,50,0,0,0,"Age"
2020-07-16,"20-29 years",5075,0.18838158872,174,4,0.5442176871,0,"Age"
2020-07-16,"30-39 years",5011,0.18600593912,144,12,0.016326530612,0,"Age"
2020-07-16,"40-49 years",4796,0.17802524128,112,28,0.038095238095,0,"Age"
2020-07-16,"50-59 years",4428,0.16436525612,75,77,0.10476190476,0,"Age"
2020-07-16,"60-64 years",1769,0.065664439495,34,76,0.10340136054,2,"Age"
2020-07-16,"65-69 years",1289,0.047847067558,23,84,0.11428571429,0,"Age"
2020-07-16,"70-74 years",820,0.030438010393,13,79,0.1074829932,0,"Age"
2020-07-16,"75-79 years",622,0.023088344469,7,87,0.11836734694,2,"Age"
2020-07-16,"80+ years",1138,0.042242019302,12,288,0.39183673469,3,"Age"
2020-07-16,"Unknown",19,0.0705270973,1,0,0,0,"Age"
2020-07-17,"<1 year",120,0.4375091148,3,0,0,0,"Age"
2020-07-17,"1-9 years",524,0.019104564678,11,0,0,0,"Age"
2020-07-17,"10-19 years",1369,0.049912498177,26,0,0,0,"Age"
2020-07-17,"20-29 years",5155,0.18794662389,80,4,0.5405405405,0,"Age"
2020-07-17,"30-39 years",5132,0.18710806475,121,12,0.016216216216,0,"Age"
2020-07-17,"40-49 years",4860,0.17719119148,64,28,0.037837837838,0,"Age"
2020-07-17,"50-59 years",4507,0.16432113169,79,78,0.10540540541,1,"Age"
2020-07-17,"60-64 years",1806,0.065845121773,37,76,0.1027027027,0,"Age"
2020-07-17,"65-69 years",1317,0.048016625346,28,85,0.11486486486,1,"Age"
2020-07-17,"70-74 years",836,0.030479801663,16,80,0.10810810811,1,"Age"
2020-07-17,"75-79 years",630,0.022969228526,8,87,0.11756756757,0,"Age"
2020-07-17,"80+ years",1152,0.042000875018,14,290,0.39189189189,2,"Age"
2020-07-17,"Unknown",20,0.0729181858,1,0,0,0,"Age"
2020-07-18,"<1 year",125,0.4466359381,5,0,0,0,"Age"
2020-07-18,"1-9 years",530,0.018937363776,6,0,0,0,"Age"
2020-07-18,"10-19 years",1396,0.049880301569,27,0,0,0,"Age"
2020-07-18,"20-29 years",5282,0.18873048201,127,5,0.6675567423,1,"Age"
2020-07-18,"30-39 years",5240,0.18722978526,108,12,0.016021361816,0,"Age"
2020-07-18,"40-49 years",4969,0.17754671812,109,29,0.038718291055,1,"Age"
2020-07-18,"50-59 years",4606,0.16457641048,99,80,0.10680907877,2,"Age"
2020-07-18,"60-64 years",1835,0.065566155715,29,77,0.10280373832,1,"Age"
2020-07-18,"65-69 years",1350,0.048236681316,33,86,0.11481975968,1,"Age"
2020-07-18,"70-74 years",845,0.030192589417,9,81,0.10814419226,1,"Age"
2020-07-18,"75-79 years",635,0.022689105656,5,88,0.11748998665,1,"Age"
2020-07-18,"80+ years",1154,0.041233429807,2,291,0.38851802403,1,"Age"
2020-07-18,"Unknown",20,0.0714617501,0,0,0,0,"Age"
2020-07-19,"<1 year",125,0.4431838327,0,0,0,0,"Age"
2020-07-19,"1-9 years",537,0.019039177451,7,0,0,0,"Age"
2020-07-19,"10-19 years",1409,0.049955681617,13,0,0,0,"Age"
2020-07-19,"20-29 years",5323,0.1887254033,41,5,0.6640106242,0,"Age"
2020-07-19,"30-39 years",5301,0.18794539975,61,12,0.01593625498,0,"Age"
2020-07-19,"40-49 years",5013,0.17773444425,44,29,0.038512616202,0,"Age"
2020-07-19,"50-59 years",4626,0.16401347279,20,80,0.10624169987,0,"Age"
2020-07-19,"60-64 years",1844,0.065378478993,9,77,0.10225763612,0,"Age"
2020-07-19,"65-69 years",1356,0.048076582166,6,87,0.11553784861,1,"Age"
2020-07-19,"70-74 years",852,0.030207410034,7,82,0.10889774236,1,"Age"
2020-07-19,"75-79 years",637,0.022584648112,2,88,0.11686586985,0,"Age"
2020-07-19,"80+ years",1163,0.04123382379,9,293,0.38911022576,2,"Age"
2020-07-19,"Unknown",19,0.0673639426,-1,0,0,0,"Age"
2020-07-20,"<1 year",125,0.00442634560906516,0,0,0,0,"Age"
2020-07-20,"1-9 years",537,0.0190155807365439,0,0,0,0,"Age"
2020-07-20,"10-19 years",1409,0.0498937677053824,0,0,0,0,"Age"
2020-07-20,"20-29 years",5332,0.188810198300283,9,5,0.00664010624169987,0,"Age"
2020-07-20,"30-39 years",5309,0.187995750708215,8,12,0.0159362549800797,0,"Age"
2020-07-20,"40-49 years",5021,0.177797450424929,8,29,0.0385126162018592,0,"Age"
2020-07-20,"50-59 years",4632,0.164022662889518,6,80,0.106241699867198,0,"Age"
2020-07-20,"60-64 years",1848,0.0654390934844193,4,77,0.102257636122178,0,"Age"
2020-07-20,"65-69 years",1356,0.0480169971671388,0,87,0.115537848605578,0,"Age"
2020-07-20,"70-74 years",852,0.0301699716713881,0,82,0.108897742363878,0,"Age"
2020-07-20,"75-79 years",637,0.022556657223796,0,88,0.116865869853918,0,"Age"
2020-07-20,"80+ years",1163,0.0411827195467422,0,293,0.389110225763612,0,"Age"
2020-07-20,"Unknown",19,0.000672804532577904,0,0,0,0,"Age"
2020-07-21,"<1 year",127,0.00443962805005943,2,0,0,0,"Age"
2020-07-21,"1-9 years",546,0.0190869048451374,9,0,0,0,"Age"
2020-07-21,"10-19 years",1424,0.0497797664825561,15,0,0,0,"Age"
2020-07-21,"20-29 years",5422,0.189540655806474,90,7,0.00923482849604222,2,"Age"
2020-07-21,"30-39 years",5375,0.18789764385094,66,12,0.0158311345646438,0,"Age"
2020-07-21,"40-49 years",5080,0.177585122002377,59,30,0.0395778364116095,1,"Age"
2020-07-21,"50-59 years",4698,0.164231280151017,66,80,0.105540897097625,0,"Age"
2020-07-21,"60-64 years",1868,0.0653009858071733,20,78,0.102902374670185,1,"Age"
2020-07-21,"65-69 years",1376,0.0481017968258407,20,88,0.116094986807388,1,"Age"
2020-07-21,"70-74 years",865,0.0302384115220583,13,82,0.108179419525066,0,"Age"
2020-07-21,"75-79 years",639,0.0223379710550234,2,88,0.116094986807388,0,"Age"
2020-07-21,"80+ years",1166,0.040760679577711,3,293,0.386543535620053,0,"Age"
2020-07-21,"Unknown",20,0.000699154023631406,1,0,0,0,"Age"
2020-07-22,"<1 year",130,0.00439367311072056,3,0,0,0,"Age"
2020-07-22,"1-9 years",563,0.0190279843179667,17,0,0,0,"Age"
2020-07-22,"10-19 years",1464,0.049479518723807,40,0,0,0,"Age"
2020-07-22,"20-29 years",5602,0.189333513586589,180,7,0.00916230366492147,0,"Age"
2020-07-22,"30-39 years",5594,0.189063133702853,219,12,0.0157068062827225,0,"Age"
2020-07-22,"40-49 years",5252,0.177504393673111,172,30,0.0392670157068063,0,"Age"
2020-07-22,"50-59 years",4878,0.164864134108422,180,81,0.106020942408377,1,"Age"
2020-07-22,"60-64 years",1945,0.065736109233473,77,78,0.102094240837696,0,"Age"
2020-07-22,"65-69 years",1419,0.0479586318777883,43,88,0.115183246073298,0,"Age"
2020-07-22,"70-74 years",893,0.0301811545221036,28,84,0.109947643979058,2,"Age"
2020-07-22,"75-79 years",653,0.0220697580100041,14,89,0.116492146596859,1,"Age"
2020-07-22,"80+ years",1175,0.0397120454238205,9,295,0.386125654450262,2,"Age"
2020-07-22,"Unknown",20,0.000675949709341625,0,0,0,0,"Age"
2020-07-23,"<1 year",131,0.00431730547407969,1,0,0,0,"Age"
2020-07-23,"1-9 years",570,0.0187852222917971,7,0,0,0,"Age"
2020-07-23,"10-19 years",1483,0.048874534489009,19,0,0,0,"Age"
2020-07-23,"20-29 years",5752,0.189565962495468,150,7,0.00904392764857881,0,"Age"
2020-07-23,"30-39 years",5747,0.189401179843786,153,12,0.0155038759689922,0,"Age"
2020-07-23,"40-49 years",5420,0.178624394423755,168,33,0.0426356589147287,3,"Age"
2020-07-23,"50-59 years",5016,0.165309956167815,138,81,0.104651162790698,0,"Age"
2020-07-23,"60-64 years",1996,0.0657812345516264,51,80,0.103359173126615,2,"Age"
2020-07-23,"65-69 years",1449,0.0477540124575685,30,88,0.113695090439276,0,"Age"
2020-07-23,"70-74 years",914,0.0301222687275484,21,84,0.108527131782946,0,"Age"
